NAME,STAT,LEVEL,LAT,LON,TIME,WIND,PR
Ophelia,TROPICAL STORM,2,31.50,-38.30,10/10 12:00 PM,45,1002
Ophelia,TROPICAL STORM,2,31.10,-38.00,10/10 6:00 PM,50,1001
Ophelia,TROPICAL STORM,2,30.70,-37.60,10/11 12:00 AM,45,1002
Ophelia,TROPICAL STORM,2,30.20,-37.00,10/11 6:00 AM,55,996
Ophelia,TROPICAL STORM,2,30.00,-36.50,10/11 12:00 PM,60,992
Ophelia,HURRICANE-1,3,30.00,-36.10,10/11 6:00 PM,65,990
Ophelia,HURRICANE-1,3,30.00,-35.70,10/12 12:00 AM,75,986
Ophelia,HURRICANE-1,3,30.30,-35.60,10/12 6:00 AM,75,986
Ophelia,HURRICANE-1,3,30.50,-35.60,10/12 12:00 PM,80,978
Ophelia,HURRICANE-2,4,30.40,-35.50,10/12 6:00 PM,85,973
Ophelia,HURRICANE-2,4,30.70,-34.70,10/13 12:00 AM,90,970
Ophelia,HURRICANE-2,4,31.10,-33.90,10/13 6:00 AM,90,970
Ophelia,HURRICANE-2,4,31.80,-32.90,10/13 12:00 PM,85,971
Ophelia,HURRICANE-2,4,32.30,-31.80,10/13 6:00 PM,85,971
Ophelia,HURRICANE-2,4,33.00,-30.60,10/14 12:00 AM,85,971
Ophelia,HURRICANE-2,4,33.90,-28.60,10/14 6:00 AM,85,971
Ophelia,HURRICANE-3,5,34.80,-26.60,10/14 12:00 PM,100,960
Ophelia,HURRICANE-3,5,35.90,-23.70,10/14 6:00 PM,100,960
Ophelia,HURRICANE-3,5,37.30,-21.50,10/15 12:00 AM,100,960
Ophelia,HURRICANE-2,4,39.00,-18.30,10/15 6:00 AM,90,964
Ophelia,HURRICANE-1,3,41.60,-16.00,10/16 12:00 AM,80,973
Ophelia,HURRICANE-1,3,44.60,-13.30,10/15 6:00 PM,75,971

Alex,TROPICAL STORM,2,27.1,-30.8,01/13 6:00 PM,45,990
Alex,TROPICAL STORM,2,28.7,-30,01/14 12:00 AM,50,988
Alex,TROPICAL STORM,2,30.1,-29.3,01/14 6:00 AM,60,984
Alex,HURRICANE-1,3,31.5,-28.4,01/14 12:00 PM,75,981
Alex,HURRICANE-1,3,33.6,-27.8,01/14 6:00 PM,75,981
Alex,HURRICANE-1,3,34.7,-27.6,01/15 12:00 AM,70,984
Alex,HURRICANE-1,3,36.8,-27,01/15 6:00 AM,65,986
Alex,HURRICANE-1,3,39.3,-27,01/15 12:00 PM,60,986
Alex,HURRICANE-1,3,43,-27.8,01/15 6:00 PM,60,986
Earl,TROPICAL STORM,2,16.3,-80.2,08/02 12:00 PM,40,1001
Earl,TROPICAL STORM,2,16.4,-81.5,08/02 6:00 PM,45,1002
Earl,TROPICAL STORM,2,16.4,-83,08/03 12:00 AM,50,996
Earl,TROPICAL STORM,2,16.1,-83.7,08/03 6:00 AM,55,994
Earl,TROPICAL STORM,2,16.5,-84.8,08/03 12:00 PM,60,989
Earl,TROPICAL STORM,2,17.1,-86,08/03 6:00 PM,60,990
Earl,HURRICANE-1,3,17.4,-87.6,08/04 12:00 AM,65,984
Earl,HURRICANE-1,3,17.3,-88.9,08/04 6:00 AM,65,982
Earl,TROPICAL STORM,2,17.2,-89.9,08/04 12:00 PM,45,990
Earl,TROPICAL STORM,2,17.6,-90.8,08/04 6:00 PM,35,990
Earl,TROPICAL STORM,2,18.1,-91.7,08/05 12:00 AM,35,1000
Earl,TROPICAL STORM,2,18.4,-92.8,08/05 6:00 AM,35,1002
Earl,TROPICAL STORM,2,18.6,-94.2,08/05 12:00 PM,35,1001
Earl,TROPICAL STORM,2,18.8,-95,08/05 6:00 PM,50,1001
Earl,TROPICAL STORM,2,19,-95.9,08/06 12:00 AM,50,999
Earl,TROPICAL STORM,2,19,-97,08/06 6:00 AM,35,1003
Earl,TROPICAL STORM,2,19,-98,08/06 12:00 PM,25,1005
Hermine,TROPICAL DEPRESSION,1,23.7,-81.7,08/28 6:00 PM,30,1009
Hermine,TROPICAL DEPRESSION,1,23.4,-82.7,08/29 12:00 AM,30,1007
Hermine,TROPICAL DEPRESSION,1,23.5,-83.9,08/29 6:00 AM,30,1007
Hermine,TROPICAL DEPRESSION,1,23.6,-84.3,08/29 12:00 PM,30,1007
Hermine,TROPICAL DEPRESSION,1,24,-84.8,08/29 6:00 PM,30,1007
Hermine,TROPICAL DEPRESSION,1,23.9,-85.5,08/30 12:00 AM,30,1003
Hermine,TROPICAL DEPRESSION,1,23.8,-86.6,08/30 6:00 AM,30,1003
Hermine,TROPICAL DEPRESSION,1,24,-87.2,08/30 12:00 PM,30,1004
Hermine,TROPICAL DEPRESSION,1,24.4,-87.3,08/30 6:00 PM,30,1004
Hermine,TROPICAL DEPRESSION,1,24.3,-87.8,08/31 12:00 AM,30,1004
Hermine,TROPICAL DEPRESSION,1,24.5,-88.1,08/31 6:00 AM,30,1004
Hermine,TROPICAL DEPRESSION,1,24.6,-88,08/31 12:00 PM,30,1001
Hermine,TROPICAL STORM,2,25.5,-87.4,08/31 6:00 PM,40,1004
Hermine,TROPICAL STORM,2,25.8,-87,09/01 12:00 AM,55,998
Hermine,TROPICAL STORM,2,26.4,-86.6,09/01 6:00 AM,55,996
Hermine,TROPICAL STORM,2,27.4,-86,09/01 12:00 PM,60,991
Hermine,HURRICANE-1,3,27.8,-85.6,09/01 6:00 PM,65,988
Hermine,HURRICANE-1,3,28.5,-85,09/02 12:00 AM,70,983
Hermine,HURRICANE-1,3,29.7,-84.3,09/02 6:00 AM,70,984
Hermine,TROPICAL STORM,2,30.8,-83.6,09/02 12:00 PM,60,988
Hermine,TROPICAL STORM,2,31.9,-82,09/02 6:00 PM,45,989
Hermine,TROPICAL STORM,2,33,-80.5,09/03 12:00 AM,45,993
Hermine,TROPICAL STORM,2,34.1,-78.4,09/03 6:00 AM,45,997
Hermine,TROPICAL STORM,2,35.4,-76.5,09/03 12:00 PM,50,997
Gaston,TROPICAL DEPRESSION,1,12.1,-29,08/22 6:00 PM,30,1006
Gaston,TROPICAL STORM,2,12.6,-30.7,08/23 12:00 AM,35,1005
Gaston,TROPICAL STORM,2,13.2,-32.4,08/23 6:00 AM,45,1004
Gaston,TROPICAL STORM,2,13.8,-34.6,08/23 12:00 PM,55,1002
Gaston,TROPICAL STORM,2,14.2,-35.8,08/23 6:00 PM,55,1002
Gaston,TROPICAL STORM,2,14.7,-37.1,08/24 12:00 AM,55,1002
Gaston,TROPICAL STORM,2,14.9,-38.6,08/24 6:00 AM,60,999
Gaston,TROPICAL STORM,2,16.1,-39.4,08/24 12:00 PM,55,999
Gaston,TROPICAL STORM,2,17.4,-40.6,08/24 6:00 PM,60,990
Gaston,TROPICAL STORM,2,18.6,-42.1,08/25 12:00 AM,60,990
Gaston,HURRICANE-1,3,19.5,-43.3,08/25 6:00 AM,65,988
Gaston,TROPICAL STORM,2,20.4,-44.4,08/25 12:00 PM,60,992
Gaston,TROPICAL STORM,2,21.6,-45.5,08/25 6:00 PM,55,994
Gaston,TROPICAL STORM,2,22.8,-46.4,08/26 12:00 AM,55,997
Gaston,TROPICAL STORM,2,24.5,-48.1,08/26 6:00 AM,55,997
Gaston,TROPICAL STORM,2,25.2,-48.3,08/26 12:00 PM,55,997
Gaston,TROPICAL STORM,2,26.2,-49.7,08/26 6:00 PM,55,997
Gaston,TROPICAL STORM,2,27,-50.8,08/27 12:00 AM,55,997
Gaston,TROPICAL STORM,2,27.9,-52,08/27 6:00 AM,55,995
Gaston,TROPICAL STORM,2,28.4,-53.2,08/27 12:00 PM,60,995
Gaston,TROPICAL STORM,2,29.2,-54,08/27 6:00 PM,60,993
Gaston,HURRICANE-1,3,29.6,-54.2,08/28 12:00 AM,75,980
Gaston,HURRICANE-1,3,30.1,-54.6,08/28 6:00 AM,80,975
Gaston,HURRICANE-2,4,30.5,-54.8,08/28 12:00 PM,90,970
Gaston,HURRICANE-3,5,30.8,-55.1,08/28 6:00 PM,100,962
Gaston,HURRICANE-3,5,30.6,-55.2,08/29 12:00 AM,105,957
Gaston,HURRICANE-3,5,30.8,-55.2,08/29 6:00 AM,100,960
Gaston,HURRICANE-2,4,31,-55.4,08/29 12:00 PM,95,963
Gaston,HURRICANE-2,4,31.2,-55.2,08/29 6:00 PM,90,968
Gaston,HURRICANE-2,4,31.6,-54.6,08/30 12:00 AM,90,968
Gaston,HURRICANE-2,4,32.1,-53.6,08/30 6:00 AM,85,971
Gaston,HURRICANE-2,4,32.2,-52.9,08/30 12:00 PM,90,968
Gaston,HURRICANE-2,4,32.6,-51.9,08/30 6:00 PM,95,964
Gaston,HURRICANE-3,5,32.9,-50.9,08/31 12:00 AM,105,956
Gaston,HURRICANE-3,5,33.4,-50.2,08/31 6:00 AM,105,956
Gaston,HURRICANE-3,5,34,-48.6,08/31 12:00 PM,100,961
Gaston,HURRICANE-2,4,35,-46.9,08/31 6:00 PM,90,969
Gaston,HURRICANE-2,4,36,-45.4,09/01 12:00 AM,90,970
Gaston,HURRICANE-1,3,36.8,-43.3,09/01 6:00 AM,80,977
Gaston,HURRICANE-1,3,37.6,-40.6,09/01 12:00 PM,70,980
Gaston,HURRICANE-1,3,38.4,-37.1,09/01 6:00 PM,70,984
Gaston,HURRICANE-1,3,38.3,-36,09/02 12:00 AM,65,989
Gaston,TROPICAL STORM,2,38.5,-34.5,09/02 6:00 AM,55,992
Gaston,TROPICAL STORM,2,39.1,-32,09/02 12:00 PM,60,990
Gaston,TROPICAL STORM,2,39.6,-30.4,09/02 6:00 PM,45,1000
Gaston,TROPICAL STORM,2,40.1,-28.7,09/03 12:00 AM,35,1003
Matthew,TROPICAL STORM,2,13.4,-60.7,09/28 12:00 PM,50,1008
Matthew,TROPICAL STORM,2,13.8,-62,09/28 6:00 PM,50,1008
Matthew,TROPICAL STORM,2,13.9,-63.1,09/29 12:00 AM,55,1004
Matthew,TROPICAL STORM,2,14,-64.7,09/29 6:00 AM,55,1002
Matthew,TROPICAL STORM,2,14.2,-66.3,09/29 12:00 PM,60,996
Matthew,HURRICANE-1,3,14.1,-67.8,09/29 6:00 PM,65,993
Matthew,HURRICANE-1,3,14.1,-68.8,09/30 12:00 AM,70,983
Matthew,HURRICANE-2,4,14.1,-69.3,09/30 6:00 AM,85,979
Matthew,HURRICANE-2,4,14,-69.9,09/30 12:00 PM,85,979
Matthew,HURRICANE-3,5,13.7,-70.8,09/30 6:00 PM,100,968
Matthew,HURRICANE-4,6,13.5,-71.6,10/01 12:00 AM,120,949
Matthew,HURRICANE-5,7,13.3,-72.3,10/01 3:00 AM,140,941
Matthew,HURRICANE-4,6,13.3,-72.8,10/01 6:00 AM,135,942
Matthew,HURRICANE-4,6,13.4,-73.4,10/01 12:00 PM,125,947
Matthew,HURRICANE-4,6,13.5,-73.4,10/01 6:00 PM,130,940
Matthew,HURRICANE-4,6,13.8,-73.6,10/02 3:00 AM,130,940
Matthew,HURRICANE-4,6,13.9,-74.1,10/02 9:00 AM,130,940
Matthew,HURRICANE-4,6,14,-74.6,10/02 3:00 PM,120,947
Matthew,HURRICANE-4,6,14.6,-74.8,10/02 9:00 PM,125,945
Matthew,HURRICANE-4,6,14.7,-75,10/03 3:00 AM,125,943
Matthew,HURRICANE-4,6,15.2,-74.9,10/03 9:00 AM,115,943
Matthew,HURRICANE-4,6,15.6,-75,10/03 3:00 PM,120,941
Matthew,HURRICANE-4,6,16.3,-74.7,10/03 9:00 PM,120,940
Matthew,HURRICANE-4,6,16.9,-74.6,10/04 3:00 AM,125,934
Matthew,HURRICANE-4,6,17.8,-74.4,10/04 9:00 AM,125,934
Matthew,HURRICANE-4,6,18.9,-74.3,10/04 12:00 PM,125,950
Matthew,HURRICANE-4,6,19.8,-74.3,10/04 6:00 PM,120,949
Matthew,HURRICANE-4,6,20.4,-74.4,10/05 3:00 AM,115,950
Matthew,HURRICANE-3,5,21.1,-74.6,10/05 9:00 AM,110,962
Matthew,HURRICANE-3,5,21.8,-75.2,10/05 3:00 PM,105,962
Matthew,HURRICANE-3,5,22.1,-75.3,10/05 6:00 PM,105,963
Matthew,HURRICANE-3,5,22.5,-75.7,10/05 9:00 PM,105,963
Matthew,HURRICANE-3,5,23,-76,10/06 12:00 AM,100,962
Matthew,HURRICANE-3,5,23.4,-76.4,10/06 3:00 AM,100,961
Matthew,HURRICANE-3,5,23.7,-76.7,10/06 6:00 AM,100,954
Matthew,HURRICANE-3,5,24.2,-77.1,10/06 9:00 AM,110,944
Matthew,HURRICANE-3,5,24.6,-77.5,10/06 12:00 PM,110,940
Matthew,HURRICANE-4,6,25.1,-77.8,10/06 3:00 PM,120,940
Matthew,HURRICANE-4,6,25.7,-78.4,10/06 6:00 PM,120,939
Matthew,HURRICANE-4,6,26.2,-78.6,10/06 9:00 PM,120,938
Matthew,HURRICANE-4,6,26.6,-78.9,10/07 12:00 AM,115,939
Matthew,HURRICANE-4,6,27.1,-79.2,10/07 3:00 AM,115,939
Matthew,HURRICANE-3,5,27.6,-79.7,10/07 6:00 AM,105,938
Matthew,HURRICANE-3,5,28.2,-80,10/07 9:00 AM,105,938
Matthew,HURRICANE-3,5,28.9,-80.3,10/07 12:00 PM,105,944
Matthew,HURRICANE-3,5,29.4,-80.5,10/07 3:00 PM,105,947
Matthew,HURRICANE-3,5,30.8,-80.7,10/08 12:00 AM,100,947
Matthew,HURRICANE-2,4,30.7,-80.6,10/08 12:00 AM,95,948
Matthew,HURRICANE-2,4,31.2,-80.5,10/08 3:00 AM,90,948
Matthew,HURRICANE-2,4,31.6,-80.6,10/08 6:00 AM,90,955
Matthew,HURRICANE-2,4,32,-80.5,10/08 9:00 AM,90,955
Matthew,HURRICANE-1,3,32.5,-79.8,10/08 12:00 PM,75,962
Matthew,HURRICANE-1,3,33,-79.4,10/08 3:00 PM,65,967
Matthew,HURRICANE-1,3,33.7,-79,10/08 6:00 PM,65,972
Matthew,HURRICANE-1,3,33.8,-78.2,10/08 9:00 PM,65,977
Matthew,HURRICANE-1,3,33.8,-77.3,10/09 12:00 AM,65,981
Matthew,HURRICANE-1,3,34.1,-76.5,10/09 3:00 AM,65,982
Matthew,HURRICANE-1,3,34.8,-75.8,10/09 6:00 AM,65,983
Nicole,TROPICAL STORM,2,23.8,-60.4,10/04 12:00 PM,45,1005
Nicole,TROPICAL STORM,2,24.1,-61.1,10/04 6:00 PM,45,1005
Nicole,TROPICAL STORM,2,24.2,-61.3,10/05 3:00 AM,45,1005
Nicole,TROPICAL STORM,2,24.3,-61.8,10/05 9:00 AM,45,1005
Nicole,TROPICAL STORM,2,25,-62.8,10/05 3:00 PM,45,1004
Nicole,TROPICAL STORM,2,25.3,-63.5,10/05 9:00 PM,50,1001
Nicole,TROPICAL STORM,2,26,-64.1,10/06 3:00 AM,60,995
Nicole,TROPICAL STORM,2,26.5,-64.7,10/06 9:00 AM,60,995
Nicole,TROPICAL STORM,2,26.8,-64.8,10/06 3:00 PM,60,995
Nicole,HURRICANE-1,3,27.3,-65,10/06 6:00 PM,70,985
Nicole,HURRICANE-1,3,27.5,-65.1,10/06 9:00 PM,75,982
Nicole,HURRICANE-2,4,27.4,-65.2,10/07 3:00 AM,90,968
Nicole,HURRICANE-2,4,27.3,-65.2,10/07 9:00 AM,85,970
Nicole,TROPICAL STORM,2,27.5,-65.3,10/07 3:00 PM,60,985
Nicole,TROPICAL STORM,2,27,-65.2,10/07 9:00 PM,55,994
Nicole,TROPICAL STORM,2,26.3,-65.3,10/08 3:00 AM,50,997
Nicole,TROPICAL STORM,2,25.9,-65.6,10/08 9:00 AM,45,999
Nicole,TROPICAL STORM,2,25.2,-65.7,10/08 3:00 PM,35,1005
Nicole,TROPICAL STORM,2,24.8,-65.8,10/08 9:00 PM,45,999
Nicole,TROPICAL STORM,2,24.4,-65.7,10/09 3:00 AM,45,999
Nicole,TROPICAL STORM,2,24.3,-65.7,10/09 9:00 AM,45,999
Nicole,TROPICAL STORM,2,24,-65.4,10/09 3:00 PM,50,996
Nicole,TROPICAL STORM,2,24.4,-65.3,10/10 12:00 AM,55,-
Nicole,TROPICAL STORM,2,24.4,-65.3,10/10 3:00 AM,55,989
Nicole,TROPICAL STORM,2,25.1,-65.3,10/10 12:00 PM,55,-
Nicole,TROPICAL STORM,2,25.7,-65.2,10/10 3:00 PM,50,992
Nicole,TROPICAL STORM,2,26.3,-65.4,10/10 9:00 PM,50,992
Nicole,TROPICAL STORM,2,26.7,-65.4,10/11 12:00 AM,50,992
Nicole,TROPICAL STORM,2,26.9,-65.7,10/11 6:00 AM,55,-
Nicole,TROPICAL STORM,2,26.9,-65.8,10/11 6:00 AM,50,992
Nicole,TROPICAL STORM,2,27.1,-65.9,10/11 9:00 AM,50,992
Nicole,TROPICAL STORM,2,27.2,-66,10/11 12:00 PM,50,992
Nicole,TROPICAL STORM,2,27.3,-65.9,10/11 3:00 PM,55,990
Nicole,HURRICANE-1,3,27.3,-66.3,10/11 6:00 PM,65,982
Nicole,HURRICANE-1,3,27.4,-66.4,10/11 9:00 PM,70,980
Nicole,HURRICANE-1,3,27.3,-66.5,10/12 12:00 AM,75,974
Nicole,HURRICANE-1,3,27.3,-66.6,10/12 3:00 AM,80,970
Nicole,HURRICANE-1,3,27.7,-66.8,10/12 6:00 AM,80,970
Nicole,HURRICANE-2,4,27.9,-67,10/12 9:00 AM,85,970
Nicole,HURRICANE-2,4,28,-66.9,10/12 12:00 PM,85,969
Nicole,HURRICANE-2,4,28.4,-66.9,10/12 3:00 PM,85,969
Nicole,HURRICANE-2,4,28.8,-66.8,10/12 6:00 PM,85,969
Nicole,HURRICANE-2,4,29.2,-66.6,10/12 9:00 PM,95,962
Nicole,HURRICANE-4,6,30.1,-66.4,10/13 3:00 AM,115,950
Nicole,HURRICANE-4,6,30.6,-66.2,10/13 6:00 AM,115,950
Nicole,HURRICANE-4,6,31.1,-65.8,10/13 9:00 AM,115,952
Nicole,HURRICANE-3,5,31.6,-65.2,10/13 12:00 PM,110,953
Nicole,HURRICANE-3,5,32.7,-64.3,10/13 6:00 PM,105,-
Nicole,HURRICANE-3,5,33.3,-63.8,10/13 6:00 PM,100,962
Nicole,HURRICANE-2,4,33.6,-63.2,10/13 9:00 PM,95,963
Nicole,HURRICANE-2,4,33.8,-62.3,10/14 12:00 AM,95,963
Nicole,HURRICANE-2,4,34.4,-61.2,10/14 3:00 AM,85,967
Nicole,HURRICANE-1,3,35.4,-59.2,10/14 9:00 AM,75,965
Nicole,HURRICANE-1,3,35.8,-58,10/14 3:00 PM,70,968
Nicole,HURRICANE-1,3,36.5,-55.7,10/14 9:00 PM,65,971
Nicole,TROPICAL STORM,2,37.4,-53.3,10/15 3:00 AM,60,978
Nicole,HURRICANE-1,3,38.2,-51,10/15 12:00 PM,70,-
Nicole,HURRICANE-1,3,39.4,-49.4,10/15 9:00 PM,75,960
Nicole,HURRICANE-1,3,39.2,-47.7,10/16 9:00 AM,75,958
Nicole,HURRICANE-1,3,39.1,-46.6,10/16 3:00 PM,75,958
Nicole,HURRICANE-1,3,39.7,-45.6,10/16 9:00 PM,70,960
Nicole,HURRICANE-1,3,40.5,-45.5,10/17 3:00 AM,70,960
Nicole,HURRICANE-1,3,41,-45.2,10/17 9:00 AM,65,960
Nicole,HURRICANE-1,3,41.4,-44.6,10/17 3:00 PM,65,962
Nicole,HURRICANE-1,3,42.7,-42.6,10/17 9:00 PM,65,962
Nicole,TROPICAL STORM,2,44.8,-41,10/18 3:00 AM,60,968
Otto,TROPICAL DEPRESSION,1,11.5,-79.4,11/21 9:00 AM,30,1002
Otto,TROPICAL DEPRESSION,1,11.5,-79.3,11/21 3:00 PM,30,1002
Otto,TROPICAL STORM,2,11.5,-79.3,11/21 6:00 PM,45,1000
Otto,TROPICAL STORM,2,11.3,-79.2,11/21 9:00 PM,45,1000
Otto,TROPICAL STORM,2,10.9,-79.1,11/22 3:00 AM,50,998
Otto,TROPICAL STORM,2,10.7,-79,11/22 6:00 AM,50,998
Otto,TROPICAL STORM,2,10.7,-79,11/22 9:00 AM,50,998
Otto,TROPICAL STORM,2,10.5,-79.1,11/22 12:00 PM,60,986
Otto,TROPICAL STORM,2,10.4,-79.2,11/22 3:00 PM,60,986
Otto,TROPICAL STORM,2,10.4,-79.4,11/22 6:00 PM,60,986
Otto,HURRICANE-1,3,10.5,-79.6,11/22 9:00 PM,65,984
Otto,HURRICANE-1,3,10.6,-79.7,11/23 12:00 AM,65,987
Otto,HURRICANE-1,3,10.7,-79.8,11/23 3:00 AM,65,988
Otto,HURRICANE-1,3,10.8,-80,11/23 6:00 AM,65,988
Otto,HURRICANE-1,3,10.9,-80.4,11/23 9:00 AM,65,988
Otto,TROPICAL STORM,2,11,-80.5,11/23 12:00 PM,60,994
Otto,TROPICAL STORM,2,11.1,-80.7,11/23 3:00 PM,60,994
Otto,TROPICAL STORM,2,11.1,-81,11/23 6:00 PM,60,994
Otto,TROPICAL STORM,2,11.2,-81.3,11/23 9:00 PM,60,994
Otto,HURRICANE-1,3,11.2,-81.8,11/24 12:00 AM,65,984
Otto,HURRICANE-1,3,11.2,-82.2,11/24 3:00 AM,75,981
Otto,HURRICANE-1,3,11.2,-82.4,11/24 6:00 AM,75,981
Otto,HURRICANE-1,3,11.2,-82.9,11/24 9:00 AM,75,981
Otto,HURRICANE-2,4,11,-82.9,11/24 12:00 PM,90,976
Otto,HURRICANE-2,4,11,-83.4,11/24 3:00 PM,95,975
Otto,HURRICANE-2,4,11,-83.9,11/24 6:00 PM,95,975
Otto,HURRICANE-2,4,11,-84.3,11/24 9:00 PM,85,979
Otto,HURRICANE-1,3,11,-84.9,11/25 12:00 AM,65,987
Otto,TROPICAL STORM,2,10.9,-85.6,11/25 3:00 AM,60,990
Otto,TROPICAL STORM,2,10.8,-86.2,11/25 6:00 AM,60,990

NAME,STAT,LEVEL,LAT,LON,TIME,WIND,PR
Danny,TROPICAL DEPRESSION,1,10.6,-36.5,08/18 12:00 PM,30,1009
Danny,TROPICAL STORM,2,10.9,-37.5,08/18 6:00 PM,35,1008
Danny,TROPICAL STORM,2,11.2,-38.8,08/19 12:00 AM,45,1000
Danny,TROPICAL STORM,2,11.3,-40.2,08/19 6:00 AM,45,1000
Danny,TROPICAL STORM,2,11.2,-41.1,08/19 12:00 PM,45,1000
Danny,TROPICAL STORM,2,11.5,-42,08/19 6:00 PM,45,1000
Danny,TROPICAL STORM,2,12.1,-42.7,08/20 12:00 AM,45,1000
Danny,TROPICAL STORM,2,12.2,-43.7,08/20 6:00 AM,45,1000
Danny,HURRICANE-1,3,12.5,-44.8,08/20 12:00 PM,65,992
Danny,HURRICANE-1,3,13,-45.7,08/20 6:00 PM,70,990
Danny,HURRICANE-1,3,13.4,-46.6,08/21 12:00 AM,70,990
Danny,HURRICANE-1,3,13.7,-47.4,08/21 6:00 AM,75,987
Danny,HURRICANE-2,4,14,-48.2,08/21 12:00 PM,90,976
Danny,HURRICANE-3,5,14.5,-49.1,08/21 6:00 PM,100,974
Danny,HURRICANE-2,4,14.8,-49.8,08/22 12:00 AM,95,977
Danny,HURRICANE-2,4,15.2,-50.8,08/22 6:00 AM,85,982
Danny,HURRICANE-1,3,15.4,-52,08/22 12:00 PM,80,984
Danny,HURRICANE-1,3,15.8,-53.3,08/22 6:00 PM,65,991
Danny,TROPICAL STORM,2,15.6,-54.7,08/23 12:00 AM,50,999
Danny,TROPICAL STORM,2,15.8,-56,08/23 6:00 AM,45,1001
Danny,TROPICAL STORM,2,15.8,-57.3,08/23 12:00 PM,45,1003
Danny,TROPICAL STORM,2,15.6,-59,08/23 6:00 PM,35,1006
Danny,TROPICAL STORM,2,15.6,-59.8,08/24 12:00 AM,35,1009
Danny,TROPICAL STORM,2,15.8,-60.5,08/24 6:00 AM,35,1007
Danny,TROPICAL DEPRESSION,1,16,-62,08/24 12:00 PM,25,1010
Fred,TROPICAL DEPRESSION,1,12.1,-18.4,08/30 12:00 AM,30,1007
Fred,TROPICAL STORM,2,12.4,-18.9,08/30 6:00 AM,35,1005
Fred,TROPICAL STORM,2,13.4,-19.9,08/30 12:00 PM,45,1003
Fred,TROPICAL STORM,2,14.4,-21.3,08/30 6:00 PM,55,998
Fred,TROPICAL STORM,2,15.3,-22.4,08/31 12:00 AM,60,995
Fred,HURRICANE-1,3,15.6,-22.9,08/31 6:00 AM,70,989
Fred,HURRICANE-1,3,16.4,-23.7,08/31 12:00 PM,75,986
Fred,HURRICANE-1,3,17.2,-24.6,08/31 6:00 PM,70,989
Fred,TROPICAL STORM,2,17.9,-25.2,09/01 12:00 AM,60,995
Fred,TROPICAL STORM,2,18,-26.1,09/01 6:00 AM,55,997
Fred,TROPICAL STORM,2,18.3,-27,09/01 12:00 PM,45,1003
Fred,TROPICAL STORM,2,18.8,-28.1,09/01 6:00 PM,45,1003
Fred,TROPICAL STORM,2,19.4,-29.1,09/02 12:00 AM,45,1003
Fred,TROPICAL STORM,2,19.5,-30.1,09/02 6:00 AM,40,1005
Fred,TROPICAL STORM,2,19.8,-30.9,09/02 12:00 PM,40,1004
Fred,TROPICAL STORM,2,20.3,-31.8,09/02 6:00 PM,35,1006
Fred,TROPICAL STORM,2,20.6,-32.7,09/03 12:00 AM,35,1006
Fred,TROPICAL STORM,2,20.8,-33.2,09/03 6:00 AM,40,1005
Fred,TROPICAL STORM,2,21.5,-34.1,09/03 12:00 PM,35,1005
Fred,TROPICAL STORM,2,22,-35.4,09/03 6:00 PM,35,1005
Fred,TROPICAL STORM,2,22,-36.5,09/04 12:00 AM,35,1005
Fred,TROPICAL STORM,2,22.1,-37.2,09/04 6:00 AM,35,1005
Fred,TROPICAL DEPRESSION,1,22.3,-38.3,09/04 12:00 PM,30,1006
Fred,TROPICAL DEPRESSION,1,22.6,-39.1,09/04 6:00 PM,30,1006
Fred,TROPICAL STORM,2,22.8,-40.1,09/05 12:00 AM,35,1009
Fred,TROPICAL STORM,2,23.2,-41,09/05 6:00 AM,35,1007
Fred,TROPICAL STORM,2,23.4,-41.8,09/05 12:00 PM,35,1007
Fred,TROPICAL DEPRESSION,1,23.8,-42.5,09/05 6:00 PM,30,1008
Fred,TROPICAL DEPRESSION,1,24.1,-43.1,09/06 12:00 AM,30,1010
Fred,TROPICAL DEPRESSION,1,24.9,-43.2,09/06 6:00 AM,30,1010
Fred,TROPICAL DEPRESSION,1,25.7,-43.2,09/06 12:00 PM,30,1010
Joaquin,TROPICAL DEPRESSION,1,27.5,-68.7,09/28 12:00 AM,30,1007
Joaquin,TROPICAL DEPRESSION,1,27.3,-68.9,09/28 6:00 AM,30,1007
Joaquin,TROPICAL DEPRESSION,1,27.8,-69.6,09/28 12:00 PM,30,1006
Joaquin,TROPICAL DEPRESSION,1,27.5,-70.2,09/28 6:00 PM,30,1003
Joaquin,TROPICAL STORM,2,26.7,-70.4,09/29 12:00 AM,35,1002
Joaquin,TROPICAL STORM,2,26.6,-70.6,09/29 6:00 AM,35,1002
Joaquin,TROPICAL STORM,2,26.5,-70.8,09/29 12:00 PM,40,1001
Joaquin,TROPICAL STORM,2,26,-71,09/29 6:00 PM,55,990
Joaquin,TROPICAL STORM,2,25.8,-71.7,09/30 12:00 AM,60,988
Joaquin,TROPICAL STORM,2,25.4,-72.5,09/30 6:00 AM,60,988
Joaquin,HURRICANE-1,3,24.7,-72.6,09/30 12:00 PM,70,971
Joaquin,HURRICANE-1,3,24.3,-73.1,09/30 6:00 PM,75,967
Joaquin,HURRICANE-3,5,23.8,-73.1,10/01 12:00 AM,100,951
Joaquin,HURRICANE-3,5,23.4,-73.7,10/01 6:00 AM,105,948
Joaquin,HURRICANE-3,5,23,-73.9,10/01 12:00 PM,110,942
Joaquin,HURRICANE-4,6,23,-74.4,10/01 6:00 PM,115,936
